category,name,name_1,formula,message,oid,expiry_time,ename,obj_id,name_2,enum,descr_1
Environmental,Dell OM: System State Group Advanced,Dell OM: Battery Status Combined = Non-Recoverable,result( o_2281)  == 6,Dell OM: Battery Status Combined = Non-Recoverable,.1.3.6.1.4.1.674.10892.1.200.10.1.52,90,Dell OM:  Event Log Status = Critical,2281,Battery Status Combined,1:other#2:unknown#3:ok#4:nonCritical#5:critical#6:nonRecoverable#,0200.0010.0001.0052 This attribute defines the combined status of all batteries of this chassis.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory has returned to normal,result((o_6497 - o_6498)/o_6497*100) <= threshold(t_233) and active(a_1070),Physical Memory has returned below threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.2,60,Cisco: WLC Physical Memory exceeded threshold,6497,agentTotalMemory,,Total RAM of the switch in Kbytes.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory has returned to normal,result((o_6497 - o_6498)/o_6497*100) <= threshold(t_233) and active(a_1070),Physical Memory has returned below threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.3,60,Cisco: WLC Physical Memory exceeded threshold,6498,agentFreeMemory,,Free RAM of the switch in Kbytes.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory exceeded threshold,result((o_6497 - o_6498)/o_6497*100) > threshold(t_233),Physical Memory has exceeded threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.2,60,Cisco: WLC Physical Memory exceeded threshold,6497,agentTotalMemory,,Total RAM of the switch in Kbytes.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory exceeded threshold,result((o_6497 - o_6498)/o_6497*100) > threshold(t_233),Physical Memory has exceeded threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.3,60,Cisco: WLC Physical Memory exceeded threshold,6498,agentFreeMemory,,Free RAM of the switch in Kbytes.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory exceeded minor threshold,result((o_6497 - o_6498)/o_6497*100) > threshold(t_351),Physical Memory has exceeded threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.2,60,Cisco: WLC Physical Memory exceeded threshold,6497,agentTotalMemory,,Total RAM of the switch in Kbytes.
Performance,Cisco: WLC Memory,Cisco: WLC Physical Memory exceeded minor threshold,result((o_6497 - o_6498)/o_6497*100) > threshold(t_351),Physical Memory has exceeded threshold: (%T%) currently (%V%),.1.3.6.1.4.1.14179.1.1.5.3,60,Cisco: WLC Physical Memory exceeded threshold,6498,agentFreeMemory,,Free RAM of the switch in Kbytes.
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Returned To Healthy,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2464) or 







result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2465) or







result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2466)",RAID Group utilization of %V% has returned to normal.,smis.query://Clar_DeviceStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14550,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Returned To Healthy,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2464) or 







result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2465) or







result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= threshold(t_733) and active(a_2466)",RAID Group utilization of %V% has returned to normal.,smis.query://Clar_DeviceStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14549,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Minor Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_733) and (0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= t_734",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14550,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Minor Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_733) and (0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= t_734",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14549,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Major Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_734) and (0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= (t_735)",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14550,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Major Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_734) and (0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) <= (t_735)",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14549,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Critical Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_735)",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14550,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX RAID Group Capacity Performance,EMC: VNX RAID Group Utilization Critical Threshold Exceeded,"result(0 if o_14549 == 0 else round(((o_14549 - o_14550) * 100.0 / o_14549), 2)) > threshold(t_735)",RAID Group utilization of %V% exceeded threshold of %T%.,smis.query://Clar_DeviceStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX raid group utilization has exceeded critical threshold,14549,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Returned to Normal,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2476) or 







result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2477) or 







result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2478)",Storage Pool utilization of %V% has returned to normal.,smis.query://Clar_UnifiedStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14678,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Returned to Normal,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2476) or 







result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2477) or 







result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= threshold(t_736) and active(a_2478)",Storage Pool utilization of %V% has returned to normal.,smis.query://Clar_UnifiedStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14677,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Minor Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_736) and result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= t_737",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14678,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Minor Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_736) and result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= t_737",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14677,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Major Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_737) and result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= t_738",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14678,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Major Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_737) and result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) <= t_738",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14677,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Critical Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_738)",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14678,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX Storage Pool Capacity Performance,EMC: VNX Storage Pool Utilization Critical Threshold Exceeded,"result(0 if o_14677 == 0 else round((o_14677 - o_14678) * 100.0 / o_14677, 2)) > threshold(t_738)",Storage Pool utilization of %V% exceeded threshold of %T%.,smis.query://Clar_UnifiedStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX storage pool utilization has exceeded major threshold,14677,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX File System Capacity Performance,EMC: VNX File System Utilization Critical Threshold Exceeded,"result(0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) >= threshold(t_523)",File system utilization of %V% exceeded threshold of %T%.,smis.query://Celerra_UxfsLocalFileSystem/AvailableSpace,90,EMC: VNX file system utilization critical threshold exceeded,14750,AvailableSpace,,The available space on the filesystem in bytes.
Capacity,EMC: VNX File System Capacity Performance,EMC: VNX File System Utilization Critical Threshold Exceeded,"result(0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) >= threshold(t_523)",File system utilization of %V% exceeded threshold of %T%.,smis.query://Celerra_UxfsLocalFileSystem/FileSystemSize,90,EMC: VNX file system utilization critical threshold exceeded,14751,FileSystemSize,,The size of the filesystem in bytes.
Capacity,EMC: VNX File System Capacity Performance,EMC: VNX File System Utilization Major Threshold Exceeded,"result(0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) >= threshold(t_524) and (0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) < t_523",File system utilization of %V% exceeded threshold of %T%.,smis.query://Celerra_UxfsLocalFileSystem/AvailableSpace,90,EMC: VNX file system utilization critical threshold exceeded,14750,AvailableSpace,,The available space on the filesystem in bytes.
Capacity,EMC: VNX File System Capacity Performance,EMC: VNX File System Utilization Major Threshold Exceeded,"result(0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) >= threshold(t_524) and (0 if o_14751 == 0 else round((o_14751 - o_14750) * 100.0 / o_14751, 2)) < t_523",File system utilization of %V% exceeded threshold of %T%.,smis.query://Celerra_UxfsLocalFileSystem/FileSystemSize,90,EMC: VNX file system utilization critical threshold exceeded,14751,FileSystemSize,,The size of the filesystem in bytes.
Capacity,EMC: VNX SnapView Storage Pool Capacity Performance,EMC: VNX SnapView Pool Utilization Returned to Normal,"result(0 if o_20155 == 0 else round((o_20155 - o_20156) * 100.0 / o_20155, 2)) <= threshold(t_740) and active(a_2489)",SnapView pool utilization now below threshold: (%T%) currently (%V%),smis.query://Clar_SnapStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX snapview pool utilization has exceeded critical threshold,20156,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX SnapView Storage Pool Capacity Performance,EMC: VNX SnapView Pool Utilization Returned to Normal,"result(0 if o_20155 == 0 else round((o_20155 - o_20156) * 100.0 / o_20155, 2)) <= threshold(t_740) and active(a_2489)",SnapView pool utilization now below threshold: (%T%) currently (%V%),smis.query://Clar_SnapStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX snapview pool utilization has exceeded critical threshold,20155,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX SnapView Storage Pool Capacity Performance,EMC: VNX SnapView Pool Utilization Critical Threshold Exceeded,"result(0 if o_20155 == 0 else round((o_20155 - o_20156) * 100.0 / o_20155, 2)) > threshold(t_740)",SnapView pool utilization has exceeded threshold %T%. Current value is %V%.,smis.query://Clar_SnapStoragePool/RemainingManagedSpace?filter=InstanceID,90,EMC: VNX snapview pool utilization has exceeded critical threshold,20156,Free Usable Capacity,,"The remaining usable capacity after the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Capacity,EMC: VNX SnapView Storage Pool Capacity Performance,EMC: VNX SnapView Pool Utilization Critical Threshold Exceeded,"result(0 if o_20155 == 0 else round((o_20155 - o_20156) * 100.0 / o_20155, 2)) > threshold(t_740)",SnapView pool utilization has exceeded threshold %T%. Current value is %V%.,smis.query://Clar_SnapStoragePool/TotalManagedSpace?filter=InstanceID,90,EMC: VNX snapview pool utilization has exceeded critical threshold,20155,Total Usable Capacity,,"The total amount of capacity usable for the allocation of StorageVolumes, LogicalDisks, or child Storage Pools in bytes."
Availability,Cisco Meraki: Device Config,Cisco Meraki: Device Offline,result(int(o_13949)) is 0,Cisco Meraki Device %V is OFFLINE,.1.3.6.1.4.1.29671.1.1.4.1.3,0,Cisco Meraki: Device Offline,13949,Device Status,0:offline#1:online#,The status of the device's connection to the Meraki Cloud Controller
Availability,Cisco Meraki: Device Config,Cisco Meraki: Device Back Online,result(int(o_13949)) is 1 and active(a_2002),Cisco Meraki Device [%L] is ONLINE,.1.3.6.1.4.1.29671.1.1.4.1.3,0,Cisco Meraki: Device Offline,13949,Device Status,0:offline#1:online#,The status of the device's connection to the Meraki Cloud Controller
Performance,EMC: VNX Array Configuration,EMC: VNX array status is degraded,"result(o_14527, enums={10:'Degraded/Warning', 15:'Minor failure', 20:'Major failure'}) in (10, 15, 20)",VNX array status is degraded.,smis.query://Clar_ArrayChassis/HealthState?filter=Tag;unique=Tag,90,EMC: VNX statistics logging Interval has exceeded threshold,14527,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the array.
Performance,EMC: VNX Array Configuration,EMC: VNX array status is critical,"result(o_14527, enums={25:'Critical failure', 30:'Non-recoverable error'}) in (25, 30)",VNX array status is critical.,smis.query://Clar_ArrayChassis/HealthState?filter=Tag;unique=Tag,90,EMC: VNX statistics logging Interval has exceeded threshold,14527,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the array.
Performance,EMC: VNX Array Configuration,EMC: VNX Statistics Logging Interval has returned to normal,result(o_14530) <=  threshold(t_522) and  o_14529 == 2 and active(a_2027),Statistics Logging Interval has returned to normal.,smis.query://Clar_BlockStatisticsService/EnabledState?filter=SystemName;unique=SystemName,90,EMC: VNX statistics logging Interval has exceeded threshold,14529,Statistics Logging,0:Unknown#1:Other#2:Enabled#3:Disabled#4:Shutting Down#5:Not Applicable#6:Enabled but Offline#7:In Test#8:Deferred#9:Quiesce#10:Starting#,Shows if statistics service is enabled for the array
Performance,EMC: VNX Array Configuration,EMC: VNX Statistics Logging Interval has returned to normal,result(o_14530) <=  threshold(t_522) and  o_14529 == 2 and active(a_2027),Statistics Logging Interval has returned to normal.,smis.query://Clar_QueryStatisticsCollection/SampleInterval?filter=InstanceID;unique=InstanceID,90,EMC: VNX statistics logging Interval has exceeded threshold,14530,Statistics Logging Interval,,Shows the statistics sample interval in Seconds.
Performance,EMC: VNX Array Configuration,EMC: VNX Statistics Logging Interval exceeded threshold,result(o_14530) >  threshold(t_522) and  o_14529 == 2,Statistics Logging Interval exceeded the threshold %T Seconds. The current value is %V Seconds.,smis.query://Clar_BlockStatisticsService/EnabledState?filter=SystemName;unique=SystemName,90,EMC: VNX statistics logging Interval has exceeded threshold,14529,Statistics Logging,0:Unknown#1:Other#2:Enabled#3:Disabled#4:Shutting Down#5:Not Applicable#6:Enabled but Offline#7:In Test#8:Deferred#9:Quiesce#10:Starting#,Shows if statistics service is enabled for the array
Performance,EMC: VNX Array Configuration,EMC: VNX Statistics Logging Interval exceeded threshold,result(o_14530) >  threshold(t_522) and  o_14529 == 2,Statistics Logging Interval exceeded the threshold %T Seconds. The current value is %V Seconds.,smis.query://Clar_QueryStatisticsCollection/SampleInterval?filter=InstanceID;unique=InstanceID,90,EMC: VNX statistics logging Interval has exceeded threshold,14530,Statistics Logging Interval,,Shows the statistics sample interval in Seconds.
Performance,EMC: VNX Storage Processor Configuration,EMC: VNX Storage Processor health status is degraded,"result(o_14612, enums={10:'Degraded/Warning', 15:'Minor failure', 20:'Major failure'}) in (10, 15, 20)",VNX Storage Processor health status is degraded.,"SMIS://Clar_SpCard/HealthState/filter=Tag,unique=Tag",90,EMC: VNX storage processor health status is degraded,14612,Health Status,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,The current health of the element.
Performance,EMC: VNX Storage Processor Configuration,EMC: VNX Storage Processor health status is critical,"result(o_14612, enums={25:'Critical failure', 30:'Non-recoverable error'}) in (25, 30)",VNX Storage Processor health status is critical.,"SMIS://Clar_SpCard/HealthState/filter=Tag,unique=Tag",90,EMC: VNX storage processor health status is degraded,14612,Health Status,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,The current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX enclosure health status is degraded,"result(o_14698, enums={10:'Degraded/Warning', 15:'Minor failure', 20:'Major failure'}) in (10, 15, 20)",VNX enclosure health status is degraded.,smis.associate://Clar_EnclosureChassis/HealthState?filter=Tag;unique=ElementName,90,EMC: VNX power supply status is critical,14698,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX enclosure health status is critical,"result(o_14698, enums={25:'Critical failure', 30:'Non-recoverable error'}) in (25, 30)",VNX enclosure health status is critical.,smis.associate://Clar_EnclosureChassis/HealthState?filter=Tag;unique=ElementName,90,EMC: VNX power supply status is critical,14698,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX Enclosure Inlet Temperature has returned to normal,result(o_14701) <= threshold(t_739) and active(a_2487),Enclosure inlet temperature has returned to normal.,smis.associate://Clar_EnclosureChassis/EMCAverageAirInletTemperature?filter=Tag;unique=ElementName,90,EMC: VNX power supply status is critical,14701,Average Air Temperature (Celsius),,"The average air inlet temperature of the enclosure in degree celsius, if the reporting status is valid."
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX Enclosure Inlet Temperature exceeded threshold,result(o_14701) > threshold(t_739),Enclosure inlet temperature exceeded the threshold %T degrees Celsius. Current value %V degrees Celsius.,smis.associate://Clar_EnclosureChassis/EMCAverageAirInletTemperature?filter=Tag;unique=ElementName,90,EMC: VNX power supply status is critical,14701,Average Air Temperature (Celsius),,"The average air inlet temperature of the enclosure in degree celsius, if the reporting status is valid."
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is unknown,"result(o_14706, enums={0:'Unknown'}, label='o_14705') == 0",EMC: VNX power supply (%L) status is unknown.,smis.associate://Clar_PowerDevice/ElementName?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14705,Power Supply Name,,A user-friendly name for the Power Supply.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is unknown,"result(o_14706, enums={0:'Unknown'}, label='o_14705') == 0",EMC: VNX power supply (%L) status is unknown.,smis.associate://Clar_PowerDevice/HealthState?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14706,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is degraded,"result(o_14706, enums={10:'Degraded/Warning', 15:'Minor failure', 20:'Major failure'}, label='o_14705') in (10, 15, 20)",EMC: VNX power supply (%L) status is degraded.,smis.associate://Clar_PowerDevice/ElementName?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14705,Power Supply Name,,A user-friendly name for the Power Supply.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is degraded,"result(o_14706, enums={10:'Degraded/Warning', 15:'Minor failure', 20:'Major failure'}, label='o_14705') in (10, 15, 20)",EMC: VNX power supply (%L) status is degraded.,smis.associate://Clar_PowerDevice/HealthState?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14706,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is critical,"result(o_14706, enums={25:'Critical failure', 30:'Non-recoverable error'}, label='o_14705') in (25, 30)",EMC: VNX power supply (%L) status is critical.,smis.associate://Clar_PowerDevice/ElementName?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14705,Power Supply Name,,A user-friendly name for the Power Supply.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status is critical,"result(o_14706, enums={25:'Critical failure', 30:'Non-recoverable error'}, label='o_14705') in (25, 30)",EMC: VNX power supply (%L) status is critical.,smis.associate://Clar_PowerDevice/HealthState?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14706,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status has returned to normal,"result(o_14706, label='o_14705') == 5 and (active(a_2480) or active(a_2481) or active(a_2482))",EMC: VNX power supply (%L) status has returned to normal.,smis.associate://Clar_PowerDevice/ElementName?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14705,Power Supply Name,,A user-friendly name for the Power Supply.
Environmental,EMC: VNX Enclosure Configuration,EMC: VNX power supply status has returned to normal,"result(o_14706, label='o_14705') == 5 and (active(a_2480) or active(a_2481) or active(a_2482))",EMC: VNX power supply (%L) status has returned to normal.,smis.associate://Clar_PowerDevice/HealthState?filter=DeviceID;unique=DeviceID,90,EMC: VNX power supply status is critical,14706,Health State,0:Unknown#5:OK#10:Degraded/Warning#15:Minor failure#20:Major failure#25:Critical failure#30:Non-recoverable error#,Indicates the current health of the element.
Environmental,Dell PowerConnect: Status,Dell: PowerConnect Global Status is now OK,result(o_2424)  == 3 and (active(a_512) or active(a_513)),Dell: PowerConnect Global Status is now OK,.1.3.6.1.4.1.674.10895.3000.1.2.110.1,90,Dell: PowerConnect Global Status is now Critical,2424,Global Status,3:ok#4:non-critical#5:critical#,"Current status of the product.This is a rollup for the entire product. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal. This variable can take the following values: 3: OK If fans and power supplies are functioning and the system did not reboot because of a HW watchdog failure or a SW fatal error condition. 4: Non-critical If at least one power supply is not functional or the system rebooted at least once because of a HW watchdog failure or a SW fatal error condition. 5: Critical If at least one fan is not functional, possibly causing a dangerous warming up of the device."
Environmental,Dell PowerConnect: Status,Dell: PowerConnect Global Status is now CRITICAL,result(o_2424)  == 5,Dell: PowerConnect Global Status is now CRITICAL,.1.3.6.1.4.1.674.10895.3000.1.2.110.1,90,Dell: PowerConnect Global Status is now Critical,2424,Global Status,3:ok#4:non-critical#5:critical#,"Current status of the product.This is a rollup for the entire product. The status is intended to give initiative to a snmp monitor to get further data when this status is abnormal. This variable can take the following values: 3: OK If fans and power supplies are functioning and the system did not reboot because of a HW watchdog failure or a SW fatal error condition. 4: Non-critical If at least one power supply is not functional or the system rebooted at least once because of a HW watchdog failure or a SW fatal error condition. 5: Critical If at least one fan is not functional, possibly causing a dangerous warming up of the device."
